gene_id	gene_name	condition	normalized_count	sem_normalized_count	raw_count	n_cells	n_samples	plot_expression
Dalir	Dalir	resting	0.0	0.0	0.0	608	3	1.0
Mrps9	Mrps9	resting	39.474191876214825	6.42297499493066	168.0	608	3	40.474191876214825
Gpr45	Gpr45	resting	1.766174747101003	0.7157870128329519	8.0	608	3	2.7661747471010028
Tgfbrap1	Tgfbrap1	resting	10.41070297133143	2.83152083526916	51.0	608	3	11.41070297133143
Gm28782	Gm28782	resting	0.0	0.0	0.0	608	3	1.0
8430432A02Rik	8430432A02Rik	resting	0.16969331666266188	0.1696933166626619	1.0	608	3	1.169693316662662
AI597479	AI597479	resting	3.992295032103818	0.36477907152690453	18.0	608	3	4.992295032103819
Fhl2	Fhl2	resting	10.136192094448628	3.214000303907375	45.0	608	3	11.136192094448628
Gm29040	Gm29040	resting	0.0	0.0	0.0	608	3	1.0
Nck2	Nck2	resting	35.0074820236132	13.190812014611534	153.0	608	3	36.0074820236132
Ecrg4	Ecrg4	resting	0.0	0.0	0.0	608	3	1.0
Gm29155	Gm29155	resting	0.0	0.0	0.0	608	3	1.0
Gm29157	Gm29157	resting	0.0	0.0	0.0	608	3	1.0
Gm29156	Gm29156	resting	0.0	0.0	0.0	608	3	1.0
Uxs1	Uxs1	resting	13.019156777202724	1.8264825711956405	60.0	608	3	14.019156777202724
Tpp2	Tpp2	resting	88.63509955179858	9.413763241538312	403.0	608	3	89.63509955179858
Mettl21c	Mettl21c	resting	0.0	0.0	0.0	608	3	1.0
Gm8251	Gm8251	resting	5.327912696505748	2.0421747744872767	27.0	608	3	6.327912696505748
Tex30	Tex30	resting	40.8664035390063	11.927199715180821	182.0	608	3	41.8664035390063
Poglut2	Poglut2	resting	2.7593120159060986	0.7031039385795489	13.0	608	3	3.7593120159060986
Bivm	Bivm	resting	5.485230964082373	1.4139578595953528	20.0	608	3	6.485230964082373
Ercc5	Ercc5	resting	17.553286509767577	2.789557764929847	71.0	608	3	18.553286509767577
Mettl21e	Mettl21e	resting	0.0	0.0	0.0	608	3	1.0
Gm28893	Gm28893	resting	0.0	0.0	0.0	608	3	1.0
Gulp1	Gulp1	resting	0.0	0.0	0.0	608	3	1.0
4930521E06Rik	4930521E06Rik	resting	0.0	0.0	0.0	608	3	1.0
Col3a1	Col3a1	resting	0.0	0.0	0.0	608	3	1.0
Col5a2	Col5a2	resting	0.0	0.0	0.0	608	3	1.0
Wdr75	Wdr75	resting	30.30939660891796	3.8512820040351174	132.0	608	3	31.30939660891796
Gm5269	Gm5269	resting	0.0	0.0	0.0	608	3	1.0
Slc40a1	Slc40a1	resting	0.8484665833133095	0.8484665833133095	5.0	608	3	1.8484665833133094
Dnah7b	Dnah7b	resting	0.0	0.0	0.0	608	3	1.0
Dnah7c	Dnah7c	resting	0.0	0.0	0.0	608	3	1.0
Slc39a10	Slc39a10	resting	19.851742137516286	1.7591451382479208	81.0	608	3	20.851742137516286
Gm28151	Gm28151	resting	0.16969331666266188	0.1696933166626619	1.0	608	3	1.169693316662662
